HY020,HY022,HY023,HB070,HB100,head_age,head_PB150,head_PB190,head_PE021,head_PL051A,head_PL060,head_PY010N,head_PH010,household_size,mean_age,std_age,num_males,max_education,num_employed,total_employee_income,total_pension,avg_health,employment_rate,num_children,num_elderly,num_working_age,dependency_ratio,income_per_capita,vhPobreza
37506.4,37342.5,37342.5,917401.0,8.0,63,2,3.0,34.0,51.0,40.0,15157.9,2.0,3,40.666666666666664,19.39931270260195,1,34.0,0,36714.4,163.9,2.0,0.0,0,0,3,0.0,12238.133333333333,0
20370.43,960.13,960.13,917501.0,10.0,63,1,2.0,,,,0.0,3.0,2,62.5,0.7071067811865476,1,,0,0.0,5828.3,3.0,0.0,0,0,2,0.0,0.0,0
69670.64,69670.64,69670.64,917601.0,15.0,57,2,2.0,,12.0,40.0,35179.6,1.0,2,58.5,2.1213203435596424,1,,0,93862.2,0.0,1.0,0.0,0,0,2,0.0,46931.1,0
15836.2,15836.2,15836.2,917701.0,15.0,43,2,1.0,,42.0,41.0,15204.7,3.0,1,43.0,,0,,0,15204.7,0.0,3.0,0.0,0,0,1,0.0,15204.7,0
55591.42,46875.22,26423.02,917901.0,11.0,71,1,2.0,,,,0.0,4.0,3,56.0,21.79449471770337,1,,0,1251.5,8716.2,3.6666666666666665,0.0,0,2,1,2.0,417.1666666666667,0
16287.43,16287.43,2134.12,918001.0,11.0,76,2,3.0,,,,0.0,3.0,1,76.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
34190.6,34190.6,34190.6,918101.0,12.0,42,1,2.0,,83.0,40.0,0.0,3.0,2,42.0,0.0,1,,0,23966.6,0.0,2.5,0.0,0,0,2,0.0,11983.3,0
21509.02,21509.02,906.02,918202.0,22.0,80,1,2.0,,,,0.0,4.0,2,75.0,7.0710678118654755,1,,0,0.0,0.0,3.5,0.0,0,2,0,2.0,0.0,0
70073.9,48611.6,48611.6,918301.0,11.0,54,2,2.0,,26.0,50.0,0.0,2.0,2,57.0,4.242640687119285,1,,0,0.0,0.0,2.5,0.0,0,0,2,0.0,0.0,0
23987.4,23987.4,-316.9,918401.0,9.0,75,2,4.0,,,,0.0,2.0,1,75.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
31127.9,31127.9,-160.0,918501.0,11.0,80,1,2.0,,,,0.0,4.0,2,80.0,0.0,1,,0,0.0,0.0,4.5,0.0,0,2,0,2.0,0.0,0
22134.4,11882.0,11882.0,918702.0,,46,2,1.0,,83.0,40.0,2049.5,3.0,2,46.5,0.7071067811865476,1,,0,11235.4,2452.4,2.5,0.0,0,0,2,0.0,5617.7,0
50308.3,50308.3,50308.3,918801.0,19.0,51,1,2.0,,54.0,37.0,28551.5,2.0,2,51.0,0.0,1,,0,49732.8,0.0,2.0,0.0,0,0,2,0.0,24866.4,0
69200.02,60694.52,13035.52,918901.0,9.0,40,1,1.0,,,,13193.82,5.0,3,61.0,18.35755975068582,2,,0,13193.82,0.0,4.0,0.0,0,2,1,2.0,4397.94,0
22796.0,17036.3,574.0,919001.0,6.0,51,2,5.0,,,,0.0,2.0,2,67.0,22.627416997969522,0,,0,0.0,0.0,2.5,0.0,0,1,1,1.0,0.0,0
2368.64,2368.64,2368.64,919101.0,9.0,55,1,5.0,,71.0,40.0,4614.4,2.0,1,55.0,,1,,0,4614.4,0.0,2.0,0.0,0,0,1,0.0,4614.4,1
56057.32,56057.32,30302.12,919201.0,8.0,37,2,2.0,,75.0,40.0,13940.1,2.0,4,57.5,17.05872210923198,2,,0,29854.5,0.0,2.5,0.0,0,2,2,1.0,7463.625,0
44590.2,44590.2,23709.3,919301.0,31.0,82,1,2.0,,72.0,50.0,0.0,3.0,3,69.33333333333333,18.583146486355137,2,,0,18950.6,0.0,2.3333333333333335,0.0,0,2,1,2.0,6316.866666666666,0
28446.3,28446.3,14880.6,919401.0,8.0,48,2,1.0,50.0,23.0,37.0,22981.6,2.0,2,62.5,20.506096654409877,0,50.0,0,22981.6,0.0,2.0,0.0,0,1,1,1.0,11490.8,0
43964.0,43964.0,43964.0,919501.0,7.0,36,1,1.0,,74.0,37.0,43142.2,2.0,1,36.0,,1,,0,43142.2,0.0,2.0,0.0,0,0,1,0.0,43142.2,0
90589.8,90589.8,90589.8,919601.0,17.0,52,2,2.0,50.0,22.0,30.0,36089.7,3.0,3,44.666666666666664,20.033305601755625,1,50.0,0,80033.7,0.0,2.3333333333333335,0.0,0,0,3,0.0,26677.899999999998,0
23340.04,23340.04,4634.8,919701.0,4.0,78,1,2.0,,,,0.0,3.0,2,78.5,0.7071067811865476,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
26306.3,26306.3,1865.7,919801.0,10.0,80,1,2.0,,,,0.0,4.0,2,81.0,1.4142135623730951,1,,0,0.0,0.0,3.5,0.0,0,2,0,2.0,0.0,0
39368.7,39368.7,39368.7,919901.0,15.0,52,2,2.0,,81.0,40.0,563.5,2.0,2,52.0,0.0,1,,0,37665.9,0.0,2.0,0.0,0,0,2,0.0,18832.95,0
45123.8,45123.8,45123.8,920001.0,5.0,59,1,1.0,,31.0,35.0,43651.0,2.0,1,59.0,,1,,0,43651.0,0.0,2.0,0.0,0,0,1,0.0,43651.0,0
63624.6,63624.6,7632.3,920101.0,11.0,70,2,2.0,,,,0.0,3.0,2,72.0,2.8284271247461903,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
17437.2,17437.2,-150.0,920201.0,11.0,74,2,2.0,,,,0.0,2.0,2,77.5,4.949747468305833,1,,0,0.0,0.0,2.5,0.0,0,2,0,2.0,0.0,0
51200.6,51200.6,40285.3,920402.0,12.0,86,1,4.0,,42.0,35.0,0.0,3.0,2,73.5,17.67766952966369,1,,0,32777.7,0.0,2.5,0.0,0,1,1,1.0,16388.85,0
11408.4,0.0,0.0,920501.0,6.0,60,1,2.0,,,,0.0,3.0,2,62.0,2.8284271247461903,1,,0,0.0,0.0,4.0,0.0,0,0,2,0.0,0.0,1
16684.0,16684.0,16684.0,920601.0,6.0,58,2,5.0,,51.0,40.0,14258.2,3.0,1,58.0,,0,,0,14258.2,0.0,3.0,0.0,0,0,1,0.0,14258.2,0
39277.3,32285.1,17495.2,920701.0,7.0,48,2,1.0,,52.0,60.0,1117.9,2.0,4,53.75,11.757976016304848,0,,0,17506.300000000003,0.0,1.75,0.0,0,1,3,0.3333333333333333,4376.575000000001,0
74128.8,74128.8,74128.8,920801.0,14.0,56,2,2.0,,32.0,37.0,20700.5,2.0,3,47.0,21.0,1,,0,49507.6,0.0,2.0,0.0,0,0,3,0.0,16502.533333333333,0
32339.9,32339.9,32339.9,920901.0,9.0,29,2,1.0,50.0,41.0,25.0,15512.3,2.0,2,28.5,0.7071067811865476,1,50.0,0,35691.8,0.0,2.0,0.0,0,0,2,0.0,17845.9,0
26935.4,26935.4,1904.6,921001.0,9.0,76,1,2.0,,,,0.0,4.0,2,75.0,1.4142135623730951,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
51246.0,51246.0,37088.9,921101.0,2.0,36,1,1.0,,52.0,40.0,21583.2,1.0,3,47.666666666666664,17.67295485574875,2,,0,37251.9,0.0,1.3333333333333333,0.0,0,1,2,0.5,12417.300000000001,0
47459.7,47459.7,47459.7,921201.0,6.0,47,1,2.0,,33.0,45.0,34534.3,3.0,2,47.5,0.7071067811865476,1,,0,47157.0,0.0,3.5,0.0,0,0,2,0.0,23578.5,0
9208.0,9208.0,9208.0,921301.0,7.0,56,1,2.0,,25.0,10.0,0.0,2.0,2,55.5,0.7071067811865476,1,,0,5525.1,0.0,1.5,0.0,0,0,2,0.0,2762.55,1
15241.82,6604.72,6604.72,921401.0,5.0,56,1,1.0,,62.0,40.0,7490.3,2.0,1,56.0,,1,,0,7490.3,8637.1,2.0,0.0,0,0,1,0.0,7490.3,0
34629.1,32330.1,16213.4,921501.0,10.0,51,2,3.0,,,,16433.8,3.0,2,64.0,18.384776310850235,0,,0,16433.8,0.0,2.5,0.0,0,1,1,1.0,8216.9,0
31001.1,24750.5,24750.5,921601.0,11.0,44,2,2.0,50.0,81.0,8.0,10195.4,2.0,3,38.666666666666664,16.65332799572906,1,50.0,0,24033.9,6250.6,2.3333333333333335,0.0,0,0,3,0.0,8011.3,1
13511.52,13511.52,-303.77,921701.0,3.0,86,2,4.0,,,,0.0,3.0,1,86.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
33858.1,33858.1,33858.1,921801.0,,63,1,2.0,,75.0,60.0,0.0,3.0,2,61.5,2.1213203435596424,1,,0,14424.6,0.0,2.5,0.0,0,0,2,0.0,7212.3,0
-91.3,-91.3,-2334.8,921901.0,9.0,77,1,2.0,,,,0.0,3.0,2,75.5,2.1213203435596424,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,1
29783.4,21426.6,21426.6,922001.0,9.0,48,2,2.0,50.0,52.0,30.0,0.0,2.0,4,35.0,12.83225103661344,2,50.0,0,7098.2,0.0,1.5,0.0,0,0,4,0.0,1774.55,0
68784.7,68784.7,45373.2,922103.0,8.0,82,2,4.0,50.0,23.0,23.0,0.0,3.0,3,56.666666666666664,25.50163393458022,1,50.0,0,38702.7,0.0,2.0,0.0,0,1,2,0.5,12900.9,0
16372.3,16372.3,16372.3,922301.0,5.0,40,1,1.0,,41.0,40.0,16189.1,1.0,1,40.0,,1,,0,16189.1,0.0,1.0,0.0,0,0,1,0.0,16189.1,0
37461.8,37461.8,1543.3,922401.0,10.0,82,1,2.0,,,,0.0,3.0,2,82.5,0.7071067811865476,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
10924.5,0.0,0.0,922501.0,11.0,54,1,1.0,,,,0.0,5.0,1,54.0,,1,,0,0.0,2893.1,5.0,0.0,0,0,1,0.0,0.0,1
29792.3,29792.3,29792.3,922601.0,5.0,43,2,1.0,,23.0,40.0,30039.9,1.0,1,43.0,,0,,0,30039.9,0.0,1.0,0.0,0,0,1,0.0,30039.9,0
104655.3,104655.3,104655.3,922701.0,9.0,65,1,2.0,,24.0,35.0,41062.5,3.0,2,64.0,1.4142135623730951,1,,0,98960.5,0.0,2.5,0.0,0,1,1,1.0,49480.25,0
21339.3,21339.3,21339.3,922801.0,10.0,46,1,1.0,,83.0,40.0,20449.2,2.0,1,46.0,,1,,0,20449.2,0.0,2.0,0.0,0,0,1,0.0,20449.2,0
33109.6,33109.6,33109.6,922901.0,6.0,40,2,1.0,50.0,14.0,40.0,29224.9,3.0,1,40.0,,0,50.0,0,29224.9,0.0,3.0,0.0,0,0,1,0.0,29224.9,0
60894.9,60894.9,60894.9,923001.0,11.0,39,1,2.0,50.0,54.0,38.0,30607.2,2.0,2,40.0,1.4142135623730951,1,50.0,0,60172.7,0.0,2.0,0.0,0,0,2,0.0,30086.35,0
9162.78,9162.78,9162.78,923101.0,14.0,57,2,1.0,,91.0,25.0,8675.1,1.0,1,57.0,,0,,0,8675.1,0.0,1.0,0.0,0,0,1,0.0,8675.1,1
23543.1,13578.1,13578.1,923201.0,16.0,46,2,1.0,,,,5547.4,3.0,1,46.0,,0,,0,5547.4,9965.0,3.0,0.0,0,0,1,0.0,5547.4,0
20082.5,20082.5,-400.0,923301.0,9.0,71,2,4.0,,,,0.0,2.0,1,71.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
6717.0,3196.4,3196.4,923401.0,10.0,61,2,1.0,,,,2628.0,4.0,1,61.0,,0,,0,2628.0,3520.6,4.0,0.0,0,0,1,0.0,2628.0,1
3600.0,3600.0,3600.0,,9.0,63,2,5.0,,,,0.0,3.0,1,63.0,,0,,0,0.0,0.0,3.0,0.0,0,0,1,0.0,0.0,1
51935.0,51935.0,24746.9,923701.0,16.0,55,2,1.0,,53.0,14.0,9249.2,1.0,3,49.666666666666664,21.501937897160186,1,,0,24396.6,0.0,1.3333333333333333,0.0,0,1,2,0.5,8132.2,0
9224.63,9224.63,9224.63,,8.0,54,2,4.0,,32.0,20.0,7253.5,2.0,1,54.0,,0,,0,7253.5,0.0,2.0,0.0,0,0,1,0.0,7253.5,1
33222.0,33222.0,33222.0,923901.0,9.0,50,2,2.0,,75.0,40.0,20636.7,1.0,2,38.0,16.97056274847714,0,,0,33559.5,0.0,1.0,0.0,0,0,2,0.0,16779.75,0
15762.8,15762.8,0.0,924101.0,7.0,86,2,1.0,,,,0.0,2.0,1,86.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
13424.8,13424.8,0.0,924201.0,3.0,83,2,2.0,,,,0.0,3.0,2,84.5,2.1213203435596424,1,,0,0.0,0.0,4.0,0.0,0,2,0,2.0,0.0,1
14222.65,14222.65,1814.35,924301.0,10.0,66,1,5.0,,,,0.0,2.0,1,66.0,,1,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
54727.1,53942.0,53942.0,924401.0,6.0,41,1,2.0,,42.0,40.0,25886.2,1.0,2,40.5,0.7071067811865476,1,,0,52333.100000000006,785.1,1.0,0.0,0,0,2,0.0,26166.550000000003,0
29411.5,15718.9,15718.9,924502.0,15.0,49,1,5.0,,71.0,40.0,17498.8,2.0,2,54.0,7.0710678118654755,1,,0,17498.8,0.0,2.5,0.0,0,0,2,0.0,8749.4,0
6628.1,6628.1,-320.0,924601.0,11.0,86,2,4.0,,,,0.0,3.0,1,86.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,1
8882.3,60.6,60.6,924701.0,14.0,59,1,2.0,20.0,,,0.0,2.0,2,52.0,9.899494936611665,1,20.0,0,0.0,0.0,2.0,0.0,0,0,2,0.0,0.0,1
62975.6,62975.6,62975.6,924801.0,10.0,39,1,2.0,,54.0,35.0,33329.4,1.0,2,41.5,3.5355339059327378,1,,0,62373.7,0.0,1.0,0.0,0,0,2,0.0,31186.85,0
67042.09,67042.09,67042.09,924901.0,8.0,51,1,2.0,,23.0,45.0,51514.6,1.0,2,51.0,0.0,1,,0,63577.09,0.0,1.5,0.0,0,0,2,0.0,31788.545,0
40708.5,37089.7,37089.7,925001.0,22.0,60,2,2.0,,42.0,40.0,29725.2,2.0,2,48.5,16.263455967290593,1,,0,29725.2,3618.8,2.0,0.0,0,0,2,0.0,14862.6,0
20485.7,20485.7,-269.4,925102.0,82.0,76,2,2.0,,,,0.0,2.0,2,77.0,1.4142135623730951,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
26393.1,15807.5,-4767.4,925201.0,8.0,74,2,4.0,,,,0.0,3.0,2,62.5,16.263455967290593,1,,0,0.0,0.0,3.5,0.0,0,1,1,1.0,0.0,0
19528.4,19528.4,19528.4,925301.0,14.0,52,2,2.0,,32.0,45.0,20334.3,3.0,1,52.0,,0,,0,20334.3,0.0,3.0,0.0,0,0,1,0.0,20334.3,0
83176.53,83176.53,83176.53,925401.0,,43,1,2.0,,22.0,35.0,56599.3,1.0,2,46.5,4.949747468305833,2,,0,83833.70000000001,0.0,1.0,0.0,0,0,2,0.0,41916.850000000006,0
62569.5,62569.5,378.4,925502.0,25.0,70,1,2.0,,,,0.0,2.0,2,69.5,0.7071067811865476,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
22462.0,22462.0,22462.0,925601.0,19.0,34,2,1.0,,22.0,38.0,22300.0,2.0,1,34.0,,0,,0,22300.0,0.0,2.0,0.0,0,0,1,0.0,22300.0,0
30480.3,30480.3,3500.0,925701.0,9.0,77,1,2.0,,81.0,30.0,0.0,3.0,3,65.66666666666667,18.77054430040145,2,,0,0.0,0.0,3.0,0.0,0,2,1,2.0,0.0,0
23080.5,23080.5,17080.5,925802.0,8.0,77,2,5.0,,52.0,40.0,0.0,4.0,2,63.5,19.091883092036785,0,,0,14219.3,0.0,3.0,0.0,0,1,1,1.0,7109.65,0
56780.6,56780.6,56780.6,925901.0,13.0,46,1,2.0,,54.0,40.0,29108.7,1.0,2,45.5,0.7071067811865476,1,,0,55404.2,0.0,1.5,0.0,0,0,2,0.0,27702.1,0
41220.5,41220.5,41220.5,926001.0,10.0,45,1,1.0,,21.0,50.0,0.0,2.0,1,45.0,,1,,0,0.0,0.0,2.0,0.0,0,0,1,0.0,0.0,0
20109.25,20109.25,-1619.44,926101.0,8.0,78,1,2.0,,,,0.0,2.0,2,78.0,0.0,1,,0,0.0,0.0,2.5,0.0,0,2,0,2.0,0.0,0
62673.65,62673.65,62673.65,926203.0,7.0,62,1,2.0,50.0,54.0,40.0,33298.2,3.0,3,49.0,19.974984355438178,2,50.0,0,62769.399999999994,0.0,2.3333333333333335,0.0,0,0,3,0.0,20923.13333333333,0
18485.95,14789.59,14789.59,926301.0,5.0,49,1,5.0,50.0,83.0,40.0,18085.8,2.0,2,35.0,19.79898987322333,2,50.0,0,18085.8,0.0,2.0,0.0,0,0,2,0.0,9042.9,0
67147.9,67147.9,67147.9,926402.0,10.0,52,1,2.0,50.0,23.0,50.0,32997.0,4.0,4,35.25,18.786076404259266,2,50.0,0,66630.6,0.0,2.25,0.0,0,0,4,0.0,16657.65,0
49842.1,41985.0,41985.0,926501.0,5.0,57,2,2.0,,51.0,60.0,0.0,3.0,3,48.333333333333336,19.5021366350801,1,,0,17813.399999999998,0.0,3.3333333333333335,0.0,0,0,3,0.0,5937.799999999999,0
30856.7,28069.5,13646.9,926601.0,19.0,54,2,1.0,,23.0,30.0,16756.3,3.0,2,70.0,22.627416997969522,0,,0,16756.3,2787.2,3.5,0.0,0,1,1,1.0,8378.15,0
41409.7,41409.7,41409.7,926701.0,4.0,62,2,3.0,,52.0,40.0,41245.0,2.0,1,62.0,,0,,0,41245.0,0.0,2.0,0.0,0,0,1,0.0,41245.0,0
49033.3,49033.3,49033.3,926801.0,6.0,39,2,2.0,,23.0,37.0,29348.1,2.0,2,39.0,0.0,1,,0,47267.6,0.0,1.5,0.0,0,0,2,0.0,23633.8,0
4342.65,4342.65,-419.44,926901.0,7.0,84,2,4.0,,,,0.0,2.0,1,84.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,1
46245.9,46245.9,46245.9,927001.0,3.0,45,1,2.0,,14.0,40.0,29939.3,2.0,2,41.5,4.949747468305833,1,,0,45280.2,0.0,1.5,0.0,0,0,2,0.0,22640.1,0
17805.4,17805.4,17805.4,927201.0,12.0,40,2,2.0,,72.0,60.0,0.0,2.0,2,43.0,4.242640687119285,1,,0,0.0,0.0,2.0,0.0,0,0,2,0.0,0.0,0
47213.5,39128.0,39128.0,927301.0,9.0,55,1,2.0,35.0,83.0,50.0,0.0,2.0,3,41.333333333333336,21.1266025033211,1,35.0,0,0.0,8085.5,1.6666666666666667,0.0,1,0,2,0.5,0.0,0
69757.7,69757.7,13164.3,927401.0,8.0,83,1,2.0,,,,0.0,3.0,3,83.33333333333333,2.516611478423585,1,,0,0.0,0.0,3.0,0.0,0,3,0,3.0,0.0,0
41424.3,41424.3,41424.3,927501.0,11.0,48,1,2.0,,93.0,40.0,21127.6,2.0,2,47.0,1.4142135623730951,1,,0,42326.8,0.0,2.0,0.0,0,0,2,0.0,21163.4,0
24901.3,24901.3,-452.9,927601.0,12.0,86,2,2.0,,,,0.0,2.0,2,86.0,0.0,1,,0,0.0,0.0,2.5,0.0,0,2,0,2.0,0.0,0
50507.5,36545.5,36545.5,927701.0,5.0,34,1,1.0,,33.0,40.0,22433.9,2.0,3,53.0,16.522711641858304,2,,0,35916.4,0.0,2.6666666666666665,0.0,0,0,3,0.0,11972.133333333333,0
69734.0,69734.0,69734.0,927801.0,11.0,66,1,2.0,,12.0,40.0,54916.9,2.0,3,54.0,18.24828759089466,2,,0,81242.4,0.0,2.6666666666666665,0.0,0,1,2,0.5,27080.8,0
32588.7,28936.7,28936.7,927902.0,11.0,43,1,2.0,,43.0,45.0,17377.5,3.0,2,42.0,1.4142135623730951,1,,0,26285.9,0.0,3.0,0.0,0,0,2,0.0,13142.95,0
10882.9,10882.9,-50.0,,27.0,85,2,1.0,,,,0.0,3.0,1,85.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,1
35068.75,34547.35,34547.35,928202.0,5.0,46,2,2.0,34.0,52.0,40.0,17319.2,3.0,3,37.333333333333336,15.011106998930272,2,34.0,0,18176.8,0.0,2.3333333333333335,0.0,0,0,3,0.0,6058.933333333333,0
62597.8,62597.8,62597.8,928301.0,8.0,41,1,2.0,,24.0,40.0,20655.5,2.0,2,40.0,1.4142135623730951,1,,0,49327.5,0.0,2.0,0.0,0,0,2,0.0,24663.75,0
26487.7,26487.7,11851.1,928401.0,5.0,50,1,2.0,,71.0,40.0,0.0,3.0,2,68.0,25.45584412271571,1,,0,0.0,0.0,3.0,0.0,0,1,1,1.0,0.0,0
9002.92,9002.92,-1920.77,928502.0,8.0,86,2,4.0,,61.0,40.0,0.0,3.0,2,74.0,16.97056274847714,0,,0,0.0,0.0,3.0,0.0,0,1,1,1.0,0.0,1
13457.7,13457.7,13457.7,928601.0,15.0,64,1,2.0,,91.0,30.0,0.0,3.0,2,64.5,0.7071067811865476,1,,0,13547.7,0.0,3.0,0.0,0,1,1,1.0,6773.85,1
14731.5,13531.5,101.5,,18.0,79,2,4.0,,,,0.0,3.0,1,79.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
19581.07,14699.0,14699.0,928801.0,,30,1,2.0,50.0,71.0,40.0,0.0,2.0,2,28.0,2.8284271247461903,1,50.0,0,9346.2,438.6,2.0,0.0,0,0,2,0.0,4673.1,1
23107.7,15430.6,15430.6,929001.0,16.0,43,1,2.0,,52.0,40.0,0.0,4.0,2,41.5,2.1213203435596424,1,,0,14471.7,0.0,3.0,0.0,0,0,2,0.0,7235.85,0
19654.9,19654.9,19654.9,929101.0,6.0,41,1,1.0,,61.0,45.0,19306.3,2.0,1,41.0,,1,,0,19306.3,0.0,2.0,0.0,0,0,1,0.0,19306.3,0
20308.9,20308.9,20308.9,929301.0,6.0,35,2,1.0,,21.0,40.0,20370.1,2.0,1,35.0,,0,,0,20370.1,0.0,2.0,0.0,0,0,1,0.0,20370.1,0
49805.8,49805.8,49805.8,929501.0,6.0,40,2,1.0,,52.0,40.0,26647.4,1.0,2,35.5,6.363961030678928,1,,0,49003.0,0.0,1.0,0.0,0,0,2,0.0,24501.5,0
58935.3,58935.3,37690.2,929601.0,7.0,58,1,4.0,50.0,24.0,38.0,31305.5,4.0,3,34.666666666666664,20.428737928059416,2,50.0,0,31305.5,0.0,2.6666666666666665,0.0,0,0,3,0.0,10435.166666666666,0
52219.9,51058.7,51058.7,929801.0,22.0,49,2,2.0,,41.0,40.0,19866.9,2.0,2,48.0,1.4142135623730951,1,,0,50162.8,1161.2,2.0,0.0,0,0,2,0.0,25081.4,0
43508.7,35562.6,1128.7,929901.0,16.0,41,1,1.0,,35.0,35.0,1530.6,2.0,2,56.0,21.213203435596427,1,,0,1530.6,7946.1,2.0,0.0,0,1,1,1.0,765.3,0
90689.1,90689.1,90689.1,930001.0,13.0,54,1,2.0,50.0,2.0,40.0,34268.2,3.0,3,41.666666666666664,18.823743871327334,2,50.0,0,87479.7,0.0,2.6666666666666665,0.0,0,0,3,0.0,29159.899999999998,0
106165.41,96268.21,96268.21,930102.0,,58,1,2.0,50.0,22.0,37.0,55766.1,1.0,3,46.333333333333336,20.207259421636902,2,50.0,0,83739.01,9897.2,1.0,0.0,0,0,3,0.0,27913.00333333333,0
22107.3,10528.3,10528.3,930201.0,9.0,62,1,2.0,,,,0.0,3.0,2,58.5,4.949747468305833,1,,0,10770.2,3116.8,3.0,0.0,0,0,2,0.0,5385.1,0
69103.0,69103.0,69103.0,930301.0,19.0,52,1,2.0,,23.0,60.0,17089.1,2.0,2,51.0,1.4142135623730951,1,,0,29547.699999999997,0.0,1.5,0.0,0,0,2,0.0,14773.849999999999,0
37251.4,37251.4,37251.4,930401.0,23.0,55,2,3.0,,42.0,35.0,34215.7,2.0,1,55.0,,0,,0,34215.7,0.0,2.0,0.0,0,0,1,0.0,34215.7,0
15028.2,14022.0,14022.0,930601.0,14.0,51,2,1.0,,51.0,15.0,13889.4,2.0,1,51.0,,0,,0,13889.4,0.0,2.0,0.0,0,0,1,0.0,13889.4,0
50398.3,50398.3,50398.3,930701.0,9.0,61,2,1.0,,24.0,35.0,51228.0,1.0,1,61.0,,0,,0,51228.0,0.0,1.0,0.0,0,0,1,0.0,51228.0,0
35147.1,33445.2,33445.2,930801.0,13.0,61,2,5.0,,52.0,33.0,12933.1,3.0,2,48.0,18.384776310850235,0,,0,34070.0,1701.9,2.5,0.0,0,0,2,0.0,17035.0,0
75479.1,75479.1,75479.1,930901.0,8.0,54,1,2.0,50.0,2.0,40.0,34816.8,2.0,4,36.5,19.139836293274122,2,50.0,0,75135.20000000001,0.0,1.5,0.0,0,0,4,0.0,18783.800000000003,0
14907.3,14907.3,14907.3,931001.0,7.0,38,1,1.0,,31.0,40.0,18168.8,2.0,1,38.0,,1,,0,18168.8,0.0,2.0,0.0,0,0,1,0.0,18168.8,0
64546.0,64546.0,4154.7,931101.0,23.0,69,1,2.0,,,,0.0,2.0,2,69.5,0.7071067811865476,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
67907.9,67907.9,67907.9,931201.0,10.0,60,1,2.0,50.0,21.0,40.0,48314.5,1.0,4,43.25,21.80787319601188,2,50.0,0,64854.2,0.0,1.0,0.0,0,0,4,0.0,16213.55,0
29316.3,29316.3,29316.3,931301.0,3.0,52,1,5.0,,42.0,40.0,28372.3,1.0,1,52.0,,1,,0,28372.3,0.0,1.0,0.0,0,0,1,0.0,28372.3,0
25873.29,18331.19,18331.19,931401.0,8.0,33,1,2.0,,43.0,40.0,10152.89,1.0,2,31.0,2.8284271247461903,1,,0,19424.19,4542.1,1.0,0.0,0,0,2,0.0,9712.095,0
28018.0,28018.0,28018.0,931601.0,4.0,54,1,2.0,,61.0,40.0,16756.0,2.0,2,50.0,5.656854249492381,1,,0,27884.6,0.0,2.0,0.0,0,0,2,0.0,13942.3,0
24373.7,1813.9,1813.9,931701.0,9.0,65,1,1.0,,,,0.0,1.0,1,65.0,,1,,0,0.0,0.0,1.0,0.0,0,1,0,1.0,0.0,0
19343.36,19343.36,19343.36,931801.0,17.0,42,1,2.0,,71.0,50.0,0.0,2.0,2,42.0,0.0,1,,0,18393.46,0.0,2.5,0.0,0,0,2,0.0,9196.73,1
28440.1,13840.0,13840.0,932101.0,12.0,31,2,1.0,,52.0,44.0,2607.7,3.0,2,32.5,2.1213203435596424,1,,0,4690.1,3589.9,4.0,0.0,0,0,2,0.0,2345.05,0
32439.1,26708.0,26708.0,932201.0,14.0,63,1,2.0,30.0,54.0,40.0,26784.3,2.0,2,62.5,0.7071067811865476,1,30.0,0,26784.3,5731.1,2.5,0.0,0,0,2,0.0,13392.15,0
33198.9,33198.9,-792.0,932301.0,8.0,67,1,2.0,,,,0.0,3.0,2,66.5,0.7071067811865476,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
57065.6,57065.6,25914.1,932402.0,9.0,66,1,5.0,,34.0,35.0,3707.1,2.0,2,50.5,21.920310216782973,2,,0,23759.0,0.0,1.5,0.0,0,1,1,1.0,11879.5,0
20886.95,20886.95,-1267.74,932501.0,67.0,74,1,1.0,,,,0.0,2.0,1,74.0,,1,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
28501.2,28501.2,28501.2,932601.0,7.0,48,1,1.0,,31.0,39.0,28647.7,2.0,1,48.0,,1,,0,28647.7,0.0,2.0,0.0,0,0,1,0.0,28647.7,0
16323.5,16323.5,143.6,932701.0,8.0,84,2,4.0,,,,0.0,3.0,1,84.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
