HY020,HY022,HY023,HB070,HB100,head_age,head_PB150,head_PB190,head_PE021,head_PL051A,head_PL060,head_PY010N,head_PH010,household_size,mean_age,std_age,num_males,max_education,num_employed,total_employee_income,total_pension,avg_health,employment_rate,num_children,num_elderly,num_working_age,dependency_ratio,income_per_capita,vhPobreza
34166.1,34166.1,34166.1,1491601.0,11.0,60,1,5.0,,83.0,40.0,18139.4,2.0,2,48.5,16.263455967290593,1,,0,35033.3,0.0,3.0,0.0,0,0,2,0.0,17516.65,0
44032.0,44032.0,44032.0,1491701.0,8.0,64,1,2.0,,33.0,40.0,43775.7,1.0,2,63.5,0.7071067811865476,1,,0,43775.7,0.0,1.0,0.0,0,0,2,0.0,21887.85,0
39295.2,33522.4,6660.3,1491801.0,8.0,65,1,2.0,,,,7502.1,2.0,2,64.0,1.4142135623730951,1,,0,7502.1,5772.8,2.0,0.0,0,1,1,1.0,3751.05,0
18291.44,18291.44,18291.44,1491902.0,8.0,44,1,2.0,34.0,74.0,40.0,16715.14,1.0,3,35.333333333333336,15.885003409925142,1,34.0,0,16764.34,0.0,1.0,0.0,1,0,2,0.5,5588.113333333334,1
14779.42,13770.0,-87.9,,10.0,74,1,2.0,,,,0.0,2.0,2,70.0,5.656854249492381,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,1
113287.0,113287.0,113287.0,1492101.0,11.0,55,2,2.0,50.0,26.0,37.0,51859.0,2.0,4,38.5,20.8246648632497,2,50.0,0,97822.1,0.0,2.0,0.0,0,0,4,0.0,24455.525,0
25742.4,25742.4,1902.3,1492201.0,3.0,68,2,1.0,,,,0.0,4.0,1,68.0,,0,,0,0.0,0.0,4.0,0.0,0,1,0,1.0,0.0,0
53421.6,47511.6,47511.6,1492301.0,,36,2,1.0,,22.0,22.0,17553.6,2.0,2,35.0,1.4142135623730951,1,,0,41346.0,0.0,2.0,0.0,0,0,2,0.0,20673.0,0
30576.3,30576.3,30576.3,1492401.0,6.0,29,2,1.0,,13.0,40.0,18041.9,1.0,2,28.0,1.4142135623730951,0,,0,29860.2,0.0,1.5,0.0,0,0,2,0.0,14930.1,0
56807.6,56807.6,56807.6,1492501.0,12.0,60,2,2.0,,75.0,40.0,20719.6,3.0,3,50.0,19.974984355438178,2,,0,54904.5,0.0,2.6666666666666665,0.0,0,0,3,0.0,18301.5,0
56310.15,56310.15,20296.35,1492601.0,7.0,81,1,2.0,,,,0.0,3.0,2,81.0,0.0,1,,0,0.0,0.0,3.5,0.0,0,2,0,2.0,0.0,0
34364.6,34364.6,34364.6,1492701.0,2.0,53,1,1.0,,73.0,40.0,34077.2,2.0,1,53.0,,1,,0,34077.2,0.0,2.0,0.0,0,0,1,0.0,34077.2,0
13226.17,1681.37,1681.37,1492801.0,7.0,57,1,5.0,,,,0.0,4.0,1,57.0,,1,,0,0.0,5784.8,4.0,0.0,0,0,1,0.0,0.0,0
37153.2,35958.2,15461.3,1492901.0,40.0,46,1,1.0,,93.0,40.0,13814.1,2.0,2,62.5,23.33452377915607,1,,0,13814.1,1195.0,2.5,0.0,0,1,1,1.0,6907.05,0
39284.26,39284.26,17227.46,1493001.0,14.0,80,2,4.0,,,,0.0,2.0,1,80.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
34272.0,34272.0,34272.0,1493101.0,16.0,50,1,3.0,,72.0,40.0,35949.2,1.0,1,50.0,,1,,0,35949.2,0.0,1.0,0.0,0,0,1,0.0,35949.2,0
27775.08,19335.58,19335.58,1493201.0,7.0,34,2,2.0,,51.0,40.0,0.0,2.0,2,38.5,6.363961030678928,1,,0,18946.58,3051.5,2.0,0.0,0,0,2,0.0,9473.29,1
43586.85,43154.25,43154.25,1493301.0,5.0,52,2,5.0,50.0,24.0,40.0,30580.8,3.0,3,31.666666666666668,17.672954855748753,1,50.0,0,43690.2,32.6,2.3333333333333335,0.0,0,0,3,0.0,14563.4,0
47687.78,47687.78,27771.88,1493401.0,22.0,55,2,1.0,,91.0,8.0,20620.18,2.0,3,65.66666666666667,17.616280348965084,0,,0,27997.88,0.0,2.0,0.0,0,1,2,0.5,9332.626666666667,0
32207.1,32207.1,385.9,1493501.0,29.0,67,2,1.0,,,,0.0,2.0,1,67.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
26285.7,26285.7,1052.3,1493601.0,4.0,75,1,2.0,,,,0.0,4.0,2,73.5,2.1213203435596424,1,,0,0.0,0.0,3.5,0.0,0,2,0,2.0,0.0,0
28515.1,28515.1,28515.1,1493701.0,9.0,28,2,1.0,,23.0,30.0,30118.2,2.0,1,28.0,,0,,0,30118.2,0.0,2.0,0.0,0,0,1,0.0,30118.2,0
25485.0,25485.0,25485.0,1493901.0,15.0,40,1,1.0,,81.0,40.0,25334.2,2.0,3,40.333333333333336,0.5773502691896263,2,,0,25334.2,0.0,3.0,0.0,0,0,3,0.0,8444.733333333334,0
-11150.41,-11150.41,-11150.41,1494002.0,,48,2,1.0,,22.0,40.0,0.0,2.0,2,48.0,0.0,1,,0,29892.7,0.0,2.0,0.0,0,0,2,0.0,14946.35,1
122175.2,122175.2,122175.2,1494201.0,22.0,62,2,2.0,,14.0,40.0,0.0,2.0,4,45.5,19.122412679017955,2,,0,95700.4,0.0,1.5,0.0,0,0,4,0.0,23925.1,0
16754.1,14766.4,14766.4,1494301.0,9.0,40,2,1.0,,52.0,30.0,13760.3,3.0,1,40.0,,0,,0,13760.3,1420.3,3.0,0.0,0,0,1,0.0,13760.3,0
66987.6,66987.6,4123.3,1494502.0,9.0,74,2,2.0,,,,0.0,3.0,2,75.5,2.1213203435596424,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
13018.9,8509.0,8509.0,1494601.0,9.0,41,1,1.0,,,,8509.0,3.0,1,41.0,,1,,0,8509.0,0.0,3.0,0.0,0,0,1,0.0,8509.0,0
125384.3,125384.3,125384.3,1494701.0,6.0,50,1,2.0,34.0,21.0,40.0,73060.5,2.0,3,39.666666666666664,19.655363983740756,2,34.0,0,122958.8,0.0,1.6666666666666667,0.0,1,0,2,0.5,40986.26666666667,0
49393.3,49393.3,14388.4,1494801.0,11.0,79,1,2.0,,,,0.0,1.0,2,79.0,0.0,1,,0,0.0,0.0,1.0,0.0,0,2,0,2.0,0.0,0
20244.1,20244.1,11499.4,1494901.0,9.0,73,2,1.0,,,,0.0,3.0,1,73.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
65310.92,65310.92,23121.12,1495001.0,17.0,71,2,2.0,,,,0.0,2.0,2,73.0,2.8284271247461903,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
55521.7,55521.7,21638.9,1495101.0,14.0,85,2,4.0,,,,0.0,2.0,1,85.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
88181.8,88181.8,88181.8,1495201.0,15.0,56,1,2.0,50.0,54.0,35.0,40814.1,2.0,3,46.333333333333336,17.616280348965084,2,50.0,0,73125.5,0.0,1.6666666666666667,0.0,0,0,3,0.0,24375.166666666668,0
11569.6,11569.6,11569.6,1495401.0,12.0,67,2,4.0,,42.0,30.0,0.0,2.0,1,67.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,1
37914.2,33621.7,791.7,1495501.0,21.0,65,2,4.0,,,,0.0,2.0,1,65.0,,0,,0,0.0,4292.5,2.0,0.0,0,1,0,1.0,0.0,0
10072.4,0.0,0.0,1495601.0,8.0,64,2,5.0,,,,0.0,2.0,1,64.0,,0,,0,0.0,0.0,2.0,0.0,0,0,1,0.0,0.0,1
18938.4,18938.4,10490.3,1495701.0,4.0,78,1,2.0,,,,0.0,3.0,2,78.0,0.0,1,,0,0.0,0.0,3.5,0.0,0,2,0,2.0,0.0,0
80313.3,80294.2,50948.6,1495801.0,10.0,45,1,2.0,50.0,25.0,30.0,18247.7,1.0,4,54.25,12.5,2,50.0,0,21706.2,0.0,1.75,0.0,0,1,3,0.3333333333333333,5426.55,0
5052.32,114.7,114.7,1495901.0,5.0,60,2,3.0,,91.0,25.0,114.7,4.0,1,60.0,,0,,0,114.7,0.0,4.0,0.0,0,0,1,0.0,114.7,1
77230.5,77230.5,77230.5,1496101.0,34.0,46,1,2.0,,21.0,40.0,44803.5,2.0,2,45.5,0.7071067811865476,1,,0,74436.6,0.0,2.0,0.0,0,0,2,0.0,37218.3,0
14532.0,14532.0,-200.0,1496201.0,7.0,81,2,4.0,,,,0.0,1.0,1,81.0,,0,,0,0.0,0.0,1.0,0.0,0,1,0,1.0,0.0,0
39523.9,39523.9,19418.5,1496301.0,6.0,47,2,4.0,50.0,75.0,35.0,14004.7,1.0,2,35.5,16.263455967290593,0,50.0,0,19452.0,0.0,1.0,0.0,0,0,2,0.0,9726.0,0
18412.45,18412.45,1896.05,,5.0,81,2,4.0,,,,0.0,4.0,1,81.0,,0,,0,0.0,0.0,4.0,0.0,0,1,0,1.0,0.0,0
22246.05,18454.05,1074.35,1496501.0,14.0,86,1,2.0,,,,0.0,4.0,1,86.0,,1,,0,0.0,0.0,4.0,0.0,0,1,0,1.0,0.0,0
48156.7,43656.7,33435.9,1496601.0,15.0,24,1,4.0,50.0,41.0,20.0,5090.2,2.0,2,40.0,22.627416997969522,1,50.0,0,31911.600000000002,0.0,1.5,0.0,0,0,2,0.0,15955.800000000001,0
44649.85,44311.55,44311.55,1496701.0,9.0,63,1,5.0,,,,42997.0,1.0,1,63.0,,1,,0,42997.0,338.3,1.0,0.0,0,0,1,0.0,42997.0,0
25097.2,25097.2,637.6,1496801.0,16.0,86,2,4.0,,,,0.0,3.0,1,86.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
55373.5,49938.7,49938.7,1496901.0,4.0,47,1,2.0,,93.0,40.0,30030.2,2.0,2,46.0,1.4142135623730951,1,,0,36356.4,5434.8,2.0,0.0,0,0,2,0.0,18178.2,0
24747.7,24283.4,24283.4,1497001.0,5.0,54,2,5.0,50.0,52.0,40.0,0.0,2.0,2,38.0,22.627416997969522,1,50.0,0,1736.2,0.0,2.0,0.0,0,0,2,0.0,868.1,0
50735.4,50735.4,50735.4,1497101.0,12.0,39,2,3.0,,93.0,39.0,20744.3,1.0,2,37.0,2.8284271247461903,1,,0,44508.399999999994,0.0,1.0,0.0,0,0,2,0.0,22254.199999999997,0
85042.0,85042.0,85042.0,1497201.0,33.0,46,1,2.0,,21.0,38.0,57243.7,1.0,2,41.0,7.0710678118654755,1,,0,78817.9,0.0,1.0,0.0,0,0,2,0.0,39408.95,0
73648.8,73648.8,73648.8,1497301.0,15.0,50,1,2.0,34.0,13.0,40.0,51479.8,2.0,3,38.666666666666664,17.925772879665004,2,34.0,0,72454.6,0.0,1.6666666666666667,0.0,0,0,3,0.0,24151.533333333336,0
63724.1,63724.1,63724.1,1497402.0,9.0,41,1,2.0,,74.0,40.0,23550.8,2.0,2,38.5,3.5355339059327378,1,,0,61376.5,0.0,2.0,0.0,0,0,2,0.0,30688.25,0
45109.2,45109.2,45109.2,1497501.0,19.0,56,1,2.0,,83.0,50.0,20251.8,3.0,2,56.0,0.0,1,,0,43486.1,0.0,2.5,0.0,0,0,2,0.0,21743.05,0
29136.0,29136.0,29136.0,1497601.0,6.0,41,1,2.0,,83.0,40.0,25252.7,1.0,1,41.0,,1,,0,25252.7,0.0,1.0,0.0,0,0,1,0.0,25252.7,0
29459.1,29459.1,6094.8,1497701.0,13.0,86,2,2.0,,,,0.0,2.0,2,86.0,0.0,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
22754.0,22754.0,22754.0,1497801.0,17.0,53,1,5.0,34.0,83.0,35.0,21244.1,2.0,2,35.0,25.45584412271571,2,34.0,0,21244.1,0.0,1.5,0.0,1,0,1,1.0,10622.05,0
35741.5,18905.9,18905.9,1497901.0,9.0,38,2,1.0,,52.0,43.0,0.0,3.0,2,29.5,12.020815280171307,0,,0,15328.8,1835.6,2.5,0.0,0,0,2,0.0,7664.4,0
63605.57,63605.57,29918.87,1498001.0,8.0,46,2,1.0,,52.0,24.0,11805.3,2.0,3,71.33333333333333,22.03028218914441,1,,0,21934.57,0.0,3.0,0.0,0,2,1,2.0,7311.5233333333335,0
15647.94,2813.8,2813.8,1498101.0,5.0,29,2,1.0,50.0,91.0,15.0,1239.0,2.0,4,43.25,20.1059692628831,1,50.0,0,2804.8,39.5,1.75,0.0,0,0,4,0.0,701.2,1
30846.6,11325.9,11325.9,1498201.0,30.0,45,2,2.0,,91.0,30.0,9320.5,1.0,2,49.0,5.656854249492381,1,,0,9320.5,1292.9,2.0,0.0,0,0,2,0.0,4660.25,0
20626.75,19159.85,19159.85,1498301.0,11.0,61,1,1.0,,51.0,40.0,18500.0,3.0,1,61.0,,1,,0,18500.0,890.3,3.0,0.0,0,0,1,0.0,18500.0,0
49140.5,49140.5,49140.5,1498401.0,20.0,43,2,1.0,,23.0,32.0,23217.0,2.0,2,44.0,1.4142135623730951,1,,0,47273.2,0.0,2.0,0.0,0,0,2,0.0,23636.6,0
19394.4,19394.4,-230.0,1498501.0,11.0,86,2,4.0,,,,0.0,2.0,1,86.0,,0,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
18764.5,18764.5,18764.5,1498601.0,5.0,61,2,2.0,,22.0,40.0,20057.2,2.0,1,61.0,,0,,0,20057.2,0.0,2.0,0.0,0,0,1,0.0,20057.2,0
43028.6,43028.6,43028.6,1498701.0,7.0,56,1,1.0,,31.0,38.0,40776.9,2.0,1,56.0,,1,,0,40776.9,0.0,2.0,0.0,0,0,1,0.0,40776.9,0
19365.9,19365.9,-140.0,1498801.0,6.0,85,2,4.0,,,,0.0,4.0,1,85.0,,0,,0,0.0,0.0,4.0,0.0,0,1,0,1.0,0.0,0
15966.84,15966.84,15966.84,1498901.0,10.0,61,2,2.0,,94.0,35.0,23104.7,2.0,2,61.5,0.7071067811865476,1,,0,23104.7,0.0,2.0,0.0,0,0,2,0.0,11552.35,1
35145.9,19224.3,19224.3,1499001.0,14.0,42,2,1.0,,42.0,35.0,14489.4,1.0,2,43.5,2.1213203435596424,1,,0,18542.3,0.0,2.0,0.0,0,0,2,0.0,9271.15,0
52645.3,52645.3,40861.1,1499301.0,5.0,38,1,2.0,,33.0,40.0,0.0,2.0,3,50.333333333333336,16.441816606851365,1,,0,21993.1,0.0,2.3333333333333335,0.0,0,1,2,0.5,7331.033333333333,0
22923.0,22923.0,22923.0,1499401.0,3.0,30,1,1.0,,81.0,40.0,22640.15,2.0,1,30.0,,1,,0,22640.15,0.0,2.0,0.0,0,0,1,0.0,22640.15,0
1312.0,1312.0,1312.0,1499501.0,4.0,54,1,1.0,,61.0,,1312.0,2.0,1,54.0,,1,,0,1312.0,0.0,2.0,0.0,0,0,1,0.0,1312.0,1
20909.2,17297.9,17297.9,1499601.0,14.0,53,1,1.0,,,,20464.0,3.0,1,53.0,,1,,0,20464.0,3611.3,3.0,0.0,0,0,1,0.0,20464.0,0
25852.2,25852.2,1399.2,1499701.0,17.0,70,1,2.0,,,,0.0,2.0,2,70.0,0.0,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
14487.12,14487.12,951.52,1499801.0,7.0,69,2,2.0,,,,0.0,2.0,2,71.5,3.5355339059327378,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,1
2653.7,2653.7,2653.7,1499901.0,3.0,55,1,1.0,,51.0,,2792.4,2.0,1,55.0,,1,,0,2792.4,0.0,2.0,0.0,0,0,1,0.0,2792.4,1
62260.8,62260.8,-1397.8,1500001.0,22.0,75,1,2.0,,,,0.0,2.0,2,74.5,0.7071067811865476,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
19906.1,14772.5,0.0,1500101.0,5.0,68,1,2.0,,,,0.0,2.0,2,67.0,1.4142135623730951,1,,0,0.0,5133.6,2.0,0.0,0,2,0,2.0,0.0,0
3746.96,3746.96,-303.77,,12.0,79,2,2.0,,,,0.0,3.0,1,79.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,1
12431.52,8394.82,8394.82,1500301.0,11.0,57,2,1.0,,91.0,37.0,8103.5,2.0,1,57.0,,0,,0,8103.5,4036.7,2.0,0.0,0,0,1,0.0,8103.5,0
40191.8,40191.8,40191.8,1500401.0,6.0,39,1,2.0,,23.0,40.0,30410.9,2.0,2,38.5,0.7071067811865476,1,,0,39201.4,0.0,2.0,0.0,0,0,2,0.0,19600.7,0
47095.5,31754.1,31754.1,1500501.0,12.0,54,2,2.0,50.0,92.0,45.0,4733.4,1.0,6,34.666666666666664,16.243973241379916,4,50.0,0,25292.899999999998,3324.2,2.0,0.0,0,0,6,0.0,4215.483333333333,0
55602.8,55602.8,48704.2,1500601.0,6.0,58,2,4.0,,52.0,45.0,0.0,2.0,2,44.5,19.091883092036785,0,,0,0.0,0.0,1.5,0.0,0,0,2,0.0,0.0,0
84944.4,84944.4,84944.4,1500701.0,10.0,43,2,5.0,,81.0,40.0,31771.8,2.0,2,45.5,3.5355339059327378,1,,0,75394.4,0.0,2.0,0.0,0,0,2,0.0,37697.2,0
26805.0,25969.2,25969.2,1500801.0,12.0,44,1,2.0,,51.0,40.0,17741.5,1.0,3,36.666666666666664,16.289055630494154,1,,0,25797.6,835.8,1.0,0.0,0,0,3,0.0,8599.199999999999,0
34838.5,34838.5,34838.5,1500901.0,14.0,45,1,2.0,,81.0,40.0,20223.2,2.0,2,42.5,3.5355339059327378,1,,0,34970.3,0.0,2.0,0.0,0,0,2,0.0,17485.15,0
39387.5,36591.1,9381.1,1501001.0,5.0,46,1,1.0,,52.0,50.0,0.0,3.0,3,64.66666666666667,16.289055630494154,2,,0,0.0,0.0,2.6666666666666665,0.0,0,2,1,2.0,0.0,0
45254.3,45254.3,45254.3,1501101.0,9.0,55,2,2.0,50.0,53.0,38.0,19172.0,2.0,3,44.666666666666664,20.55075018906447,1,50.0,0,45770.0,0.0,2.0,0.0,0,0,3,0.0,15256.666666666666,0
15583.6,15583.6,15583.6,1501201.0,14.0,41,1,2.0,,74.0,40.0,15515.7,2.0,2,40.5,0.7071067811865476,1,,0,15515.7,0.0,2.5,0.0,0,0,2,0.0,7757.85,1
6919.9,1140.0,1140.0,1501301.0,10.0,43,2,1.0,,42.0,23.0,0.0,1.0,1,43.0,,0,,0,0.0,5779.9,1.0,0.0,0,0,1,0.0,0.0,1
64579.1,64579.1,-2308.5,1501401.0,12.0,67,2,2.0,,,,0.0,2.0,2,67.5,0.7071067811865476,1,,0,0.0,0.0,2.5,0.0,0,2,0,2.0,0.0,0
75682.0,75682.0,5805.5,1501501.0,24.0,73,2,2.0,,,,0.0,2.0,2,75.5,3.5355339059327378,1,,0,0.0,0.0,2.0,0.0,0,2,0,2.0,0.0,0
41082.0,25864.4,25864.4,1501601.0,8.0,53,1,2.0,34.0,33.0,35.0,0.0,4.0,3,40.666666666666664,19.655363983740756,1,34.0,0,22058.9,3521.9,2.6666666666666665,0.0,0,0,3,0.0,7352.966666666667,0
19630.0,13117.8,13117.8,1501701.0,8.0,44,2,1.0,,52.0,12.0,3169.3,2.0,1,44.0,,0,,0,3169.3,5484.1,2.0,0.0,0,0,1,0.0,3169.3,0
31297.1,31297.1,31297.1,1501801.0,6.0,55,2,3.0,,23.0,40.0,31006.9,3.0,2,38.0,24.041630560342615,0,,0,31904.9,0.0,2.5,0.0,0,0,2,0.0,15952.45,0
6447.71,6447.71,6447.71,1501901.0,,50,1,5.0,,21.0,60.0,0.0,1.0,2,52.5,3.5355339059327378,1,,0,0.0,0.0,2.0,0.0,0,0,2,0.0,0.0,1
15829.2,10530.8,10530.8,1502002.0,8.0,55,2,2.0,,81.0,40.0,0.0,2.0,3,45.666666666666664,17.03917055884274,2,,0,8045.5,5298.4,2.6666666666666665,0.0,0,0,3,0.0,2681.8333333333335,1
10186.85,10186.85,10186.85,1502102.0,29.0,60,2,5.0,,,,0.0,5.0,2,51.5,12.020815280171307,1,,0,10186.85,0.0,4.0,0.0,0,0,2,0.0,5093.425,1
26745.68,26745.68,26745.68,1502201.0,7.0,38,2,5.0,,23.0,35.0,22457.64,1.0,1,38.0,,0,,0,22457.64,0.0,1.0,0.0,0,0,1,0.0,22457.64,0
34397.72,34397.72,34397.72,1502301.0,9.0,47,1,5.0,,72.0,60.0,0.0,2.0,2,44.0,4.242640687119285,1,,0,22260.94,0.0,2.0,0.0,0,0,2,0.0,11130.47,0
17711.74,17711.74,1230.86,1502401.0,9.0,65,1,4.0,,,,0.0,2.0,1,65.0,,1,,0,0.0,0.0,2.0,0.0,0,1,0,1.0,0.0,0
16380.0,16380.0,16380.0,1502501.0,10.0,53,2,2.0,,52.0,40.0,0.0,2.0,2,53.5,0.7071067811865476,1,,0,0.0,0.0,2.0,0.0,0,0,2,0.0,0.0,1
9323.2,3600.0,3600.0,1502601.0,14.0,62,1,1.0,,,,0.0,3.0,1,62.0,,1,,0,0.0,5723.2,3.0,0.0,0,0,1,0.0,0.0,1
47958.9,33358.9,33358.9,1502701.0,9.0,37,2,1.0,,32.0,28.0,18117.0,1.0,2,36.0,1.4142135623730951,1,,0,31426.3,0.0,2.0,0.0,0,0,2,0.0,15713.15,0
67603.35,36246.05,36246.05,1502801.0,10.0,57,2,2.0,,52.0,36.0,19069.2,2.0,3,45.666666666666664,18.77054430040145,1,,0,37861.95,0.0,2.0,0.0,0,0,3,0.0,12620.65,0
59369.19,59369.19,59369.19,1502901.0,7.0,55,2,2.0,50.0,32.0,37.0,21385.9,2.0,4,37.75,21.093047827819163,2,50.0,0,60571.3,0.0,1.5,0.0,0,0,4,0.0,15142.825,0
5464.8,0.0,0.0,1503001.0,11.0,55,2,5.0,,,,0.0,2.0,1,55.0,,0,,0,0.0,0.0,2.0,0.0,0,0,1,0.0,0.0,1
11843.8,11843.8,11843.8,1503101.0,9.0,30,2,3.0,,93.0,30.0,11744.5,2.0,1,30.0,,0,,0,11744.5,0.0,2.0,0.0,0,0,1,0.0,11744.5,1
22836.8,22836.8,22836.8,1503201.0,10.0,33,1,1.0,50.0,35.0,40.0,22298.6,2.0,2,31.5,2.1213203435596424,1,50.0,0,22298.6,0.0,2.0,0.0,0,0,2,0.0,11149.3,0
31430.9,31430.9,31430.9,1503301.0,4.0,52,1,1.0,,31.0,40.0,31367.1,2.0,1,52.0,,1,,0,31367.1,0.0,2.0,0.0,0,0,1,0.0,31367.1,0
26751.2,26751.2,26751.2,1503401.0,11.0,48,2,5.0,50.0,23.0,37.0,23768.5,2.0,1,48.0,,0,50.0,0,23768.5,0.0,2.0,0.0,0,0,1,0.0,23768.5,0
21035.8,21035.8,21035.8,1503501.0,5.0,26,2,1.0,,22.0,40.0,21286.2,2.0,1,26.0,,0,,0,21286.2,0.0,2.0,0.0,0,0,1,0.0,21286.2,0
18017.9,18017.9,511.5,1503601.0,23.0,86,1,4.0,,,,0.0,4.0,1,86.0,,1,,0,0.0,0.0,4.0,0.0,0,1,0,1.0,0.0,0
27133.6,27133.6,27133.6,1503701.0,18.0,64,2,1.0,,33.0,35.0,27363.5,3.0,1,64.0,,0,,0,27363.5,0.0,3.0,0.0,0,0,1,0.0,27363.5,0
33657.8,30599.8,30599.8,1503801.0,19.0,50,1,2.0,,71.0,40.0,17955.2,2.0,2,51.0,1.4142135623730951,1,,0,30637.4,3058.0,2.0,0.0,0,0,2,0.0,15318.7,0
33963.59,33963.59,33963.59,1503901.0,6.0,63,1,5.0,,74.0,40.0,27573.5,2.0,2,54.5,12.020815280171307,1,,0,27573.5,0.0,2.0,0.0,0,0,2,0.0,13786.75,0
12899.6,12899.6,-58.1,1504001.0,7.0,82,2,4.0,,,,0.0,3.0,1,82.0,,0,,0,0.0,0.0,3.0,0.0,0,1,0,1.0,0.0,0
48890.8,48890.8,23852.0,1504101.0,12.0,59,2,5.0,,42.0,40.0,23038.3,4.0,2,72.5,19.091883092036785,1,,0,23038.3,0.0,4.5,0.0,0,1,1,1.0,11519.15,0
46844.1,43184.2,43184.2,1504201.0,7.0,27,1,1.0,,72.0,40.0,3882.4,1.0,3,47.666666666666664,17.8978583448784,2,,0,40562.0,3659.9,1.6666666666666667,0.0,0,0,3,0.0,13520.666666666666,0
14953.94,14953.94,14953.94,1504301.0,3.0,62,2,5.0,,52.0,40.0,13808.15,2.0,1,62.0,,0,,0,13808.15,0.0,2.0,0.0,0,0,1,0.0,13808.15,0
20015.38,20015.38,306.18,1504401.0,3.0,64,2,1.0,,,,0.0,2.0,1,64.0,,0,,0,0.0,0.0,2.0,0.0,0,0,1,0.0,0.0,0
11901.1,5797.5,5797.5,1504501.0,2.0,34,2,1.0,,52.0,40.0,5834.8,2.0,1,34.0,,0,,0,5834.8,2559.3,2.0,0.0,0,0,1,0.0,5834.8,0
40746.0,37583.2,37583.2,1504603.0,4.0,25,2,1.0,50.0,91.0,20.0,0.0,2.0,4,38.75,17.05627939108253,1,50.0,0,36988.100000000006,62.8,1.75,0.0,0,0,4,0.0,9247.025000000001,0
53529.1,39504.1,39504.1,1504701.0,5.0,35,2,5.0,,52.0,30.0,18098.9,2.0,2,39.5,6.363961030678928,1,,0,37720.100000000006,14025.0,2.0,0.0,0,0,2,0.0,18860.050000000003,0
47911.9,46983.9,46983.9,1504801.0,11.0,50,1,2.0,50.0,33.0,45.0,14313.3,1.0,2,50.0,0.0,1,50.0,0,49074.0,928.0,1.0,0.0,0,0,2,0.0,24537.0,0
30608.1,25149.2,25149.2,1504902.0,85.0,59,1,2.0,,75.0,40.0,17566.1,2.0,2,56.0,4.242640687119285,1,,0,23644.899999999998,5458.9,2.5,0.0,0,0,2,0.0,11822.449999999999,0
36986.45,13524.65,13524.65,1505002.0,,63,1,2.0,,51.0,30.0,0.0,2.0,4,48.5,15.198684153570664,3,,0,13475.650000000001,14171.800000000001,2.25,0.0,0,0,4,0.0,3368.9125000000004,0
21943.2,18518.9,18518.9,1505102.0,6.0,39,2,1.0,,52.0,20.0,364.6,2.0,3,34.0,10.44030650891055,2,,0,16256.800000000001,2698.9,2.0,0.0,0,0,3,0.0,5418.933333333333,1
26059.5,25553.9,25553.9,1505201.0,8.0,43,1,1.0,,31.0,40.0,16664.5,2.0,2,42.5,0.7071067811865476,1,,0,25641.8,0.0,2.0,0.0,0,0,2,0.0,12820.9,0
53740.9,53740.9,53740.9,1505301.0,22.0,44,1,2.0,,23.0,45.0,21983.9,2.0,2,43.5,0.7071067811865476,1,,0,52379.7,0.0,2.0,0.0,0,0,2,0.0,26189.85,0
27080.9,27080.9,27080.9,1505401.0,23.0,39,1,2.0,50.0,52.0,39.0,15851.5,2.0,2,41.5,3.5355339059327378,1,50.0,0,26259.7,0.0,2.0,0.0,0,0,2,0.0,13129.85,0
22862.9,22862.9,22862.9,1505501.0,9.0,38,2,1.0,,52.0,40.0,22465.0,2.0,1,38.0,,0,,0,22465.0,0.0,2.0,0.0,0,0,1,0.0,22465.0,0
15676.7,11372.9,11372.9,1505601.0,9.0,41,2,1.0,35.0,53.0,,10373.3,2.0,2,29.0,16.97056274847714,0,35.0,0,10373.3,4303.8,2.0,0.0,1,0,1,1.0,5186.65,1
51750.5,51750.5,51750.5,1505801.0,5.0,44,1,2.0,,21.0,40.0,32862.9,2.0,2,43.0,1.4142135623730951,1,,0,49234.4,0.0,2.0,0.0,0,0,2,0.0,24617.2,0
35486.3,24974.4,3057.6,1505901.0,59.0,65,2,2.0,,,,0.0,3.0,2,69.0,5.656854249492381,1,,0,0.0,0.0,3.0,0.0,0,2,0,2.0,0.0,0
64445.8,64445.8,64445.8,1506001.0,7.0,42,2,2.0,,33.0,25.0,13812.6,2.0,2,46.0,5.656854249492381,1,,0,46995.6,0.0,2.0,0.0,0,0,2,0.0,23497.8,0
